protein-IDs,length
1SJY,159
3FKC,116
1D9C,242
3ZZH,1228
2I7R,236
4WY9,297
4DMV,556
4C93,1460
4AE2,768
3MUJ,276
4BCU,196
4RD8,482
2D00,654
5BNZ,1128
5AF0,1044
2QSI,274
4YJ6,501
3C8Y,574
4G0I,656
2FRE,400
2AU5,139
2QKL,222
2NQW,93
2Z98,200
3I4Z,930
4V1J,142
4NES,374
1QZG,374
4DLH,394
1UH4,637
5FKY,1432
2C1W,876
1S2W,295
1BYF,250
3D8L,273
3A5F,582
3UV4,316
4QMK,1354
1KWA,176
2FKK,206
2ISB,192
4GIM,1005
1Z1A,284
3RQW,3220
3VPC,1128
3IK5,322
4C6E,393
4H7R,132
3ALJ,379
4MCW,738
4F67,265
5FD9,139
4OLT,496
4N2P,572
2PA2,302
1G0Y,333
3V71,382
4QTC,357
4ID2,332
4WEE,144
2GUP,292
3QB8,394
2HA8,368
3U4G,337
4M70,1125
4GPS,423
3T92,121
3EUH,1816
1OYG,447
2NSA,170
1N9P,207
4OW5,370
4LV5,794
2QNG,199
4IJN,796
1WVG,718
3CIM,297
3WQC,780
3F2I,1032
4YVO,165
3OBQ,155
2BA2,255
4LON,239
1YI9,309
5FEW,358
3TY5,826
5DOM,122
3PNX,960
2VXP,264
3O14,446
3TY1,1152
2ID0,2576
2J1V,302
3ILX,286
2PY6,409
1UA7,422
4OF6,240
3HV8,268
2X5N,192
3T33,415
4PLZ,322
3UIT,1060
4H10,144
1CMC,208
1EPU,591
3LUQ,456
5F1T,96
2D5W,1216
4LF0,348
1Y6X,93
5EJ0,237
1GU3,149
2YBY,124
3GO5,285
2XES,496
3BZB,562
2FCT,626
2D5B,500
2RH0,628
3D7I,315
1ZP6,191
3EPZ,536
4Y1W,239
3CBN,151
2ECU,298
1U9K,228
1MNN,340
4DKR,706
4DKK,115
3NE5,1880
4EGW,560
3QUF,828
2VFO,559
2CIU,127
3UAF,117
2YQ2,674
4M2M,406
3WO6,242
4RK6,574
3ZJE,732
4B2F,214
4H3U,316
2X5H,388
1V4A,440
5.00E+04,568
1ES5,262
2I5V,251
1FC6,388
1RWH,757
4CZX,471
3H75,350
4Q2L,70
3EHD,324
3W3W,1147
3URR,306
2JE8,1696
4FFL,363
4ICI,171
3MJF,431
3KSN,183
3FDE,424
2Q43,418
1J5W,596
3NKE,600
5A4A,208
4B46,395
2XB3,165
4H6H,348
4BDX,85
1OD6,160
1FOB,334
4F43,320
4OTN,270
3H5N,1412
3EHG,128
1EEJ,432
3ICY,236
4GLQ,171
5COW,247
4L9E,139
3NK6,554
5CD2,372
3O7Q,438
1LQV,452
2VHK,206
2O4A,93
3FJS,456
3IAB,298
4YIF,984
2YZJ,507
4XCP,170
3KHE,382
3BWS,866
5HAS,1872
3B49,211
1XQR,592
1LXJ,104
3BQP,160
3S8G,771
2QEB,290
2OH3,167
3QEX,903
1QNR,344
3OVG,2178
3U7Z,202
4MGU,428
3N0K,150
2D4P,141
2QSV,220
3AJW,150
3HA2,354
4E6W,1005
4DA2,462
1LR0,129
2DXU,470
2WO1,370
3MFB,628
4AT7,747
1RSG,1032
2DSX,52
3NK4,654
2GLF,1800
2IIH,157
2IEL,276
3Q1X,313
2OIZ,992
1B77,684
1RZ3,201
1PKO,139
1P1J,1066
3VVI,168
2QSR,173
3PNN,303
3A35,380
1DP7,76
2OD0,210
2QE9,356
1LBQ,724
4R1H,256
2D6Y,404
2JEN,261
4XLY,600
1G6G,280
4ACJ,167
4ONW,536
1USM,80
3C8D,1612
4IZH,762
1OHU,350
2XC8,438
3NO7,160
2YVT,260
3HWP,604
4MAI,216
2EWF,610
3CP7,436
1JUH,1400
1Z0P,84
4C69,295
2B99,780
2YWV,488
4ERY,326
4RZ4,2260
4P6J,52
1LFW,470
4DOL,217
1GK6,118
3BU2,796
5DPI,1434
1OSY,230
4U6U,734
1LZL,323
3ZF5,204
4LQB,260
2ZB4,357
3RFT,801
3FXA,804
5C6K,584
1VF7,4797
2EK1,760
2BPT,900
5CAJ,556
3HHL,572
3EO4,656
2YIC,3472
1TIF,78
2VFX,2472
3OPC,308
2VO9,537
3VAT,496
4DD5,396
1SU1,832
3HKW,1743
4ZBL,240
4FTX,340
3KUQ,228
4ATE,266
4AWN,260
2GBB,624
1Z0W,207
2PKE,502
3KBQ,344
1JOG,584
4JTM,162
2PBE,294
3L8E,374
3G9G,287
1.00E+25,282
4RH0,368
3C2G,1254
4FPP,741
4X9K,362
4HFV,190
3ONM,476
3U52,1926
4WT3,213
3OV5,85
2FHP,374
4PS6,130
4XPZ,372
5FZO,704
3TJ7,780
4LZL,124
1QWG,251
3MM5,1568
3I0Y,560
1YDY,712
2QJ8,664
5AEG,1372
4U12,94
1S21,206
1Z3H,1936
1F35,324
3RJO,419
1WT6,243
1XE7,609
2QGY,782
3TX3,498
1R6D,337
1VMG,95
2G2Q,372
3HXJ,1320
3W06,272
5A3D,230
4WFO,858
4JND,454
1F0K,728
4FA8,1050
1U94,356
3T3L,129
3BYP,188
3WND,370
5HDW,133
3HR6,436
2RFQ,1576
3GU3,568
3OEO,552
2JDC,146
4BQH,549
3U3L,233
2ZW2,184
1R9L,309
2FFG,174
2WK1,282
1YOD,60
2ZUE,629
4R03,109
2PG3,232
2NRK,173
2OZN,305
1ZK5,176
1MJ5,302
4MJ2,1306
2P0M,1324
2VPA,216
3QWM,140
2R5O,376
2H6L,438
1RLI,736
2RIR,2400
1EK9,1284
3EJ9,438
1U5P,216
4D6G,599
2IGI,360
4I86,222
2VS7,597
3KIZ,788
1VLY,338
2PEF,373
1JID,128
4JZ5,223
5F22,222
1NKG,508
1YS1,320
4WID,730
4RN3,426
2GF6,540
3OTI,796
3LUA,140
3GXV,294
3L2C,110
3MCP,366
3HJ7,142
1PM4,357
5CQG,1192
3D33,216
2CME,615
4DB5,125
3P4H,118
3CUZ,532
2P51,333
1SA3,524
3ZK4,1713
4Q52,736
1X6I,182
4LDA,1048
2QJT,704
1H16,759
3DUP,600
2NX9,928
3GBY,256
1XG8,111
2BZV,181
4XWW,1118
2IGS,1752
1VDW,508
2ZEJ,368
1XEB,1200
3FAN,213
4GYV,1962
2NRR,159
3RWN,483
1HEK,262
1EJ8,140
4Z9P,317
2GEY,632
3FHK,588
4MJ7,318
2EBB,101
1TFZ,424
3U49,1124
4LD6,117
4CUA,366
2J91,2012
3HBM,282
3EP1,352
2QIH,314
2EVV,828
3ZZY,292
3HLU,192
3LQN,150
3V48,536
2BGH,842
4BHQ,326
3KEP,348
3A1F,186
4MT4,1437
2RHM,772
1P32,627
4YFU,1160
2F4N,819
3UXF,488
3B77,1158
4TQR,342
1ZKP,1072
4DKC,380
4ATV,1604
3NA7,256
2I02,296
2B8I,77
4LSW,318
4XYW,338
2XZI,772
4HLS,264
4AF8,367
4PJW,1121
2FIU,198
2BNL,816
3R84,2136
2WP7,168
1CG5,282
1WS6,171
3MEM,457
3GS9,342
3UEN,203
4N03,405
3A07,236
1U5K,488
1KGD,180
3H2S,448
4HCE,304
4PQH,472
5HOX,126
1RCQ,357
3CI9,96
4FR9,144
3P7I,321
2FI9,128
4D6V,314
1GQE,365
1I4U,362
1TG0,68
4QU6,107
4DCA,320
4XRM,128
3ZR8,65
2DB0,506
2GZS,278
3QOR,605
3D3Y,425
2PFI,328
4HPM,430
2JG1,1320
1GP0,143
4FWV,355
4ZCD,672
3UB6,362
3NJD,666
3KLQ,282
1LDD,296
4H79,216
4DNH,396
3B4Q,188
1H6H,143
3HPY,1236
4LQZ,146
3V93,2760
3DXR,184
2RB7,728
2Q9U,828
2VWA,606
4KZP,1280
4RS7,384
4Y6W,229
2IPQ,135
3H86,768
1I1W,303
4HTE,353
3ISR,1172
3DF7,305
3CAI,812
4N5U,117
3V7B,302
1XGF,764
1YFQ,342
3ISY,120
3CIS,2472
3TC3,620
4LRV,1744
1GPR,162
2WTE,488
4ZB3,310
1Y63,184
3N1E,282
1T82,620
3OTT,1516
4KEF,143
2ODI,476
1UZ3,204
4MEJ,501
4G3F,336
3D9X,489
3BDD,568
4MJD,226
1DVK,346
4INN,356
3T4L,540
4I2A,400
2I3D,498
1A73,326
3RMR,780
1QFJ,928
3H74,282
1CY5,97
4OVY,310
4O9D,856
1ZXX,319
1NEP,130
2OD4,202
1VJU,618
2YNK,456
4IIL,346
5D0N,413
3VYP,538
2QV6,1072
3SGM,44
1VGJ,184
3SMT,497
1QR0,228
3C4N,810
2O1K,104
2GUI,194
3ULP,496
1I88,778
4V2O,246
4BES,484
3PYC,132
4GJR,998
3MPK,267
1GXM,664
4L0C,2040
3MK4,354
1V0A,178
1W7Q,78
3THI,371
4N0R,1026
3U2R,168
2PY5,1150
3P24,1588
3OQI,514
2VLD,502
2VQC,118
3HYI,295
4L7X,75
3LOG,1804
3COL,392
3SQ7,1880
4NT5,107
3CA7,52
2FZT,158
2PRO,498
4X90,1520
3W0K,660
1I4J,220
1BYI,224
2B8M,117
4Z4M,524
3VYX,114
4EFO,188
4QGO,450
4N5H,317
4YSL,588
3IT5,728
3TT2,330
5IOC,143
2IB0,340
3DMY,960
3LSJ,440
1PM3,194
2HQ7,292
1TXK,996
3URG,146
2YSK,145
4F8B,825
2AZW,148
1TV4,458
4DWD,786
5CR4,460
1RHS,296
3LC0,456
3CS5,236
1UZK,162
3FVZ,329
3V68,252
3ZHI,83
3NB0,2900
1IJ5,323
4RFX,705
2WNK,238
3ZIG,172
1A8L,226
3EVI,236
4HMS,450
1C3C,858
3H8T,382
4NHE,984
3A5T,214
4JK8,444
1SFU,150
3III,560
3D5N,1576
2X9O,244
4NH0,2294
3FRQ,390
1B4F,656
1VK9,151
2V0P,468
1Z5Z,542
1RG8,292
4TQX,206
4BPZ,512
2PIG,668
3QP4,182
1SJ7,522
4QLA,894
1W8I,156
2NSZ,129
4M73,674
4UZS,2067
1Q5Y,340
4HNL,421
4K6J,1136
4ZKY,286
2WDS,143
3MAB,186
3LAZ,198
3FOU,312
3TCV,492
4IGK,442
2VKJ,212
3D6W,222
3ODV,76
2FKC,494
1WMX,410
4EZI,377
3QE9,704
5FPW,963
3TJY,94
1W2Z,2596
2XGR,252
4REK,499
5EFZ,2166
1BQU,430
1SEZ,1008
4EVF,295
3PBT,538
2IZR,330
2QRU,274
1M9Z,111
2RJB,1820
3RQ4,247
4S1B,444
4EAE,380
3DMQ,1936
4YO2,232
1XFF,480
3EJF,176
3BTP,619
3TN2,68
4CZ5,132
3LOQ,588
3BT7,738
2VOV,336
2P5V,1296
2ZQ5,384
2HFT,218
4I16,93
2IUM,744
3P2C,926
2E4T,519
3SK7,232
3PIU,435
3TEQ,404
4Q6T,351
1QKR,376
4QKW,324
5DL2,468
3V33,446
2A3L,701
5CTA,180
4ADZ,272
4QRK,220
1LN1,214
4KUI,224
2OF3,266
5BZA,1868
2DI3,478
1TKE,224
1TDH,364
4N8N,460
4JG2,208
3BQZ,388
4HUA,108
4N3X,204
4YU8,139
2NXW,1130
5EKE,1364
1BU2,229
1CC8,73
2XFV,250
3EVN,329
3C2E,294
3PU9,484
4MWI,294
1HZ4,373
3JSZ,525
3B7K,999
2X55,293
4QBL,870
3L11,115
3NDH,450
2YCD,230
2NTE,420
2WJ9,362
3F43,125
4M0M,756
2QSW,100
3CPT,274
1ZXJ,872
5C2M,250
1PBY,905
4OVK,341
2ZGY,640
4EGO,1640
3GEM,1040
4PZ0,324
4ACI,382
1Q8D,108
3HP4,185
1Q2Y,140
2P63,224
3LNN,718
3SKV,770
4IND,7740
2J16,364
1I71,83
4M1A,252
3EUS,172
1T7S,274
2ZKM,799
3UO2,350
1Y0N,78
1DY5,248
4QVR,500
4BK7,159
4NJH,460
4TV0,93
1E2W,502
4YF1,748
1T8K,77
2WQ4,468
3FLP,3038
1U07,180
3.00E+19,308
2G3V,860
2Y2Z,267
4LKU,145
4XFJ,816
3C9U,684
4QBS,145
3PMG,1122
2D3W,992
4DIX,460
4GMO,684
3OIO,113
3A4M,520
3FBG,692
3TOV,698
2FHX,492
3LHX,638
4JVC,216
1ZYL,328
3MC3,134
1VK6,269
3GN6,1284
1OU8,244
4DYN,998
4UW2,3116
3DEF,262
2P10,1716
4GLK,172
3RLE,209
1CHD,203
4F03,1012
1GMJ,336
3MVU,226
5AGI,261
3U81,221
1VZY,582
3IU0,382
3BHN,236
4BA9,684
4PH2,268
4WZX,118
4EBG,202
3C57,190
4BPS,344
2Q3Q,244
4N8G,1408
4ZEM,786
2FSD,284
1H4U,265
1QF8,364
3S99,356
3LAE,84
3DUW,446
4MES,364
3CT5,159
4N30,221
3WKY,1374
4BWD,246
4O92,206
1X91,153
5BMO,738
4P1M,246
3KDR,930
4L9B,393
4WW7,448
2B82,422
3T9Y,150
4P3F,432
3EC6,139
2OYA,204
2RCC,1038
4MI7,140
2OZG,396
2AJ6,159
4J8S,218
2GD9,378
4JGW,946
4J1O,782
3WZ3,144
4L2H,477
3GKU,675
3M9L,205
4JGL,169
3IP0,158
1SG6,786
2CIW,299
2OXO,103
4IRV,1132
1HZT,190
3KBY,290
1ZVT,512
4L6H,789
3D0W,416
1JDW,423
2XPP,187
4YTE,194
3CLQ,1684
3O94,844
4G0A,1268
2Q58,736
3CYG,444
1IHJ,210
2ZKO,146
3CKM,327
5A57,1117
4A2N,194
3O0Y,1827
5BOB,1130
2V1M,169
2OMK,462
2XWV,312
4LLO,1244
3UGU,380
3PVV,202
1BTE,194
1PYA,930
2WZ1,438
3RGC,504
3LE4,79
1DAB,539
4ROQ,324
3W36,1062
1K9V,201
2NLR,234
2RHF,77
4Q62,422
2FCO,400
3NZN,206
4IAU,163
3MW8,240
2G9W,276
2F9I,1224
2PPV,332
3HX8,516
4P6B,780
3H20,323
4JHC,430
4WLG,612
3VIQ,414
3PP5,73
3ZF8,305
2O62,540
2AZE,307
2DS5,102
2DU3,1068
2CU3,128
4IUJ,464
3EC8,166
4QVS,227
3DR5,221
4R1J,197
2R2Z,93
3EO6,212
2NVO,535
2I9F,276
4C6S,150
4PN7,303
2HX5,152
1GML,712
3EOQ,812
2FGY,1084
4NA1,1274
3MWZ,115
4ZGI,140
3K0Y,229
3FTJ,226
3CP8,2564
3KWS,574
3JTW,356
4AF1,416
4MUO,656
2QE8,686
4HVT,711
5DHD,100
4WVR,408
5IG0,148
1J5Q,874
4MO2,736
3OEP,494
1ZMA,118
2MCM,112
1H0H,2382
4N4U,652
3JZY,510
3AOF,634
3KAE,968
5A67,212
4JRF,508
2ZIH,1388
2QX5,1322
4G6T,210
3LVY,1242
1B35,854
4X28,1546
4B8X,294
2Z3X,189
2OGI,392
3D7R,652
3ZCO,141
3SB4,658
4CDP,354
3TYS,88
4LCT,1392
3ZNV,275
3OD8,928
4D8B,261
4LIT,407
1AMT,63
4M83,830
3EUN,82
3VVY,776
3.00E+35,325
1R4V,171
3MZO,648
2VQM,413
3LQK,201
3A1G,240
1NLQ,540
3GLV,286
3K6T,240
3ANP,816
2Q3S,1236
4DAC,112
4H6C,2340
3U5V,76
3G5S,443
1GSM,210
2F5J,362
4NWV,1173
3TE6,636
3BFO,364
3F0P,424
3P9A,1458
3BO6,440
4MNO,115
2B9D,104
2OVG,66
2DXN,548
2HKJ,469
4ZW9,518
4Y1B,425
3GUD,258
4G9Q,269
1A5T,334
4AIW,154
4ZMK,71
3IO1,890
2OV9,864
3NWR,432
2PUY,130
3P02,317
4S28,576
4RPM,406
2JLI,123
2CG7,90
2W3X,882
2FSQ,243
4OBU,3920
3CLA,213
2J04,2224
4J7O,367
4D53,276
2F3L,184
1HYH,1236
5DPG,239
4D5M,44
3S9Z,741
1PXZ,692
3KFO,288
4TM5,311
3FSG,1088
1WY6,172
1GMU,572
1C7K,132
3EMF,348
5BVI,370
4F2F,100
4CCS,231
4FPR,524
3RQT,486
3JVO,1404
1AQZ,298
4K0D,304
2GHJ,472
1MIX,206
3K94,446
1F86,230
2GB7,1220
3TT9,233
3DYJ,664
2QK1,249
4H6Q,624
3KFF,162
4NUX,216
4GS1,790
4KF8,766
5EK5,258
1YB2,275
4BOU,160
1H5W,927
5F4P,700
3WQM,301
3FFV,362
3GQH,489
3LBW,92
3M7A,280
1Q9J,844
2O99,728
3C1Y,754
3DWO,451
2W7V,190
2Q98,191
3BJE,698
4QIU,712
3BUX,684
4D5T,1280
3F2K,456
1Y9L,115
4Y7D,604
4KEX,238
4OHX,431
2X5R,127
5I47,554
4MU6,367
2AKO,1004
3CK1,300
4KOP,708
3MLN,672
2CZS,160
2OH1,716
4X86,139
3PF6,248
4Y9I,114
2H00,762
4EQ3,218
2QG7,1832
3BQ3,270
2QZC,428
3DD7,316
1Z70,311
3BPJ,320
3JS6,355
4PWY,264
3SZ3,341
5EHA,153
5CKR,365
4PND,155
2H30,164
4OAH,1340
4MYZ,237
2VVF,1614
2H88,2232
2ZCM,384
2IXM,303
5AMB,1274
3EXN,160
4UPI,576
2C3N,988
1R29,127
4OJ5,2328
3MA5,400
4QM6,342
2X9Z,262
3HID,432
1E0B,136
3FKE,258
2Y4Y,372
3OWC,376
4YDR,608
3ZZS,585
3BAS,178
1FG7,356
3OFG,190
4NZV,672
5CL2,504
3ELK,234
2GNP,266
1L1L,2956
2VKL,90
2FRG,106
3P42,944
5D8K,110
2G7G,213
4XP7,346
1FVI,297
1G8M,1186
1YGT,111
3RBS,207
1Y6Z,526
5IGE,143
2X5P,121
2WBM,504
4H18,1484
3U0R,507
1T92,232
2PIE,145
5F1R,474
4PSY,159
2GPI,91
1SAU,115
3UP6,694
3OD1,800
4ZEY,84
2Q24,388
4ZGP,586
4Q28,452
3GVE,682
4QC6,358
1F0L,1070
2XN6,385
2CY5,140
4P40,425
3UD1,978
3EF8,300
3L2H,648
2OPI,424
4RXT,299
4PW2,585
3TDG,273
2GNX,344
1OMZ,586
4ZNK,274
2E2A,315
3EDF,1202
2NTP,684
4UW9,229
4NPL,500
2WWE,127
2RIL,99
2YY3,273
4X9T,317
4M7C,426
3IQT,123
4AKM,332
2BPS,162
2D4G,342
3H7I,305
1T6T,236
1FM0,231
1HUL,216
2J5B,696
4RHJ,2106
4I8I,271
3GRD,268
3LKD,1084
3NRW,117
4QO5,521
3GRE,437
4QI3,416
4TKC,120
2OX7,620
2QNI,219
2P61,162
5HAL,115
3PS0,1312
5D1W,1302
4MAX,369
4LUK,189
3AOW,896
4L3N,432
3GA7,326
3Q64,162
3BRK,420
3WUR,342
4UVQ,276
2J6P,912
1F8E,388
3SK9,265
2O30,262
1EJD,838
3FCN,164
4Q98,369
2W4S,452
2B0A,186
4QMD,386
2C8M,1048
2VXG,278
4DMO,530
3KZP,470
4KW3,542
1HW7,255
2VXN,251
3WX7,804
3U99,148
1Z45,699
4AKF,577
2HMV,288
4QXB,824
1F46,280
4RWR,662
3HJH,483
4XMR,508
1UCS,64
1WD3,482
2AWI,3804
1PMH,185
2CLS,396
2OAA,498
3SK2,264
2Y9U,69
1Y9B,180
4G68,1320
3HZ6,511
3G1J,186
4UVJ,812
2G1U,155
2OKT,342
2FI0,81
5DGQ,1172
4OA3,146
4BVQ,766
4M91,173
3LGI,711
4NKJ,157
4EHU,552
1G5T,196
4F54,197
4TOR,944
3WNZ,470
1YMT,260
4OI4,1251
3DOA,288
1KOL,796
1S4K,240
3FF4,122
1TLY,556
4JDN,456
3HLS,528
3F13,326
1SZW,758
4KL0,379
3V9O,143
1G5A,628
3QXZ,795
3RO3,186
4FVQ,289
4OUN,163
2RF4,903
2ID6,202
4F6C,854
4U4C,1114
3S8I,296
1EF8,783
4O59,1328
1SR8,298
1XKW,665
2F4P,588
5C2V,2896
4C24,217
1Z0S,1112
3ABI,730
1JMK,460
3H36,93
3THR,1172
2YZS,630
4KRR,221
2YZT,67
2O90,122
3CVO,808
2Z8F,824
3PES,170
3X0V,1082
3ZXC,154
4B5O,200
4GWB,168
1RL0,255
3M91,190
3T7E,344
3DLI,720
3V4K,406
3RPP,702
3HFT,257
2FA8,420
1P4T,155
4XRF,142
3NRG,1085
1R8E,278
3BB9,888
4D2I,1000
3KSX,324
3M0Z,996
4UA8,400
1GJW,637
4M8K,472
3M92,214
1D02,404
5F2H,634
4WT5,338
4W7L,898
3OMD,290
4QAN,780
2V0H,456
4LJR,442
3E3R,408
1ZH8,680
4C3S,445
4OBX,1028
2Q0Y,153
1UTY,374
1HDO,206
2JLQ,451
3QPA,197
1QHD,398
3X2M,180
3DAO,566
1R5M,425
1BR9,194
1XOK,52
3KQ0,192
1BEA,127
3QC0,275
5FII,408
4O8V,616
2P3Y,982
4IT6,248
2QZQ,152
3LMF,121
2YFO,720
2CWQ,411
3ESM,152
2F06,288
3MCX,477
4PAW,450
2O9S,67
4MFU,490
3MVC,322
1M70,760
4CO8,135
4P98,317
3FCG,180
5EL3,452
3U65,656
3AXJ,547
1ZA7,495
4G78,152
3L46,224
4M8D,3156
2HKU,430
1AX8,146
3IF0,153
4GXT,385
3CGX,242
3EIN,209
4JIF,188
5A7V,776
2O7G,224
3LM3,449
1GPP,237
2SPC,214
3I38,1308
2JDI,3445
3RJU,351
4W9Z,139
4H62,383
5ISU,502
2BIF,938
3A0S,96
2E6M,208
4XB4,304
4I6Y,856
4GKW,334
4JO0,534
3RAU,726
4EKF,204
3CNV,648
3K7C,456
3OH8,516
1U5F,148
3QEK,768
2Z84,218
4JEA,424
2JJ7,372
4PQZ,167
4F1J,406
2XLG,239
2X2S,612
2X4G,342
1UUJ,352
4AY0,436
3Q6B,189
3IIB,444
3CRY,376
5D3Q,690
4Z5V,416
1BOO,323
2DB7,128
1OYZ,280
1HBN,2478
3K77,1288
2QLZ,928
5CS0,486
4RDB,305
1PCF,528
5AQ5,3936
4YZO,1492
4TSE,348
1QNA,400
3NKU,426
1D8W,1704
1HR6,3672
2A3N,355
1OI0,496
3LXU,1354
4L8J,328
3ZUZ,365
3IHU,444
2FPN,216
2X8X,235
3VB0,1176
5A07,868
3VZH,244
3BL9,602
2AOT,584
3AWM,415
3PLT,702
1O6D,163
2DWU,828
3FN2,212
3CIJ,590
1ZAR,282
1M4J,284
5DU0,1064
3F9S,292
5E2C,264
4YHB,546
3LSO,978
3KM3,412
3V42,452
1UYN,308
4BJA,266
3KZ3,160
4Q1Z,400
4XQA,582
3OQ4,670
1VKH,546
4J7H,942
1T1J,250
2VCC,891
2XIJ,762
4HE6,89
3NL9,171
2HJM,412
2XEV,387
3BWZ,181
4JXR,372
3BCZ,1172
3CXN,822
2QAP,1564
2FVV,194
1HCU,2012
2QM0,550
4MSX,482
5E3Q,302
2EJ8,320
1ORU,390
3X3E,744
4PF4,278
4MIW,178
3HLZ,538
1TH7,1134
4JBD,330
2J5G,3156
4GBJ,1188
3ER7,262
1V6P,124
3IGM,154
4B4C,211
3GVX,580
2WUR,238
4R60,800
1WCW,261
4KA7,718
3KXA,564
2G0C,76
2QM4,940
4W79,202
1EZW,349
1QQR,552
4K37,740
2V9L,274
3NC3,882
1WWJ,420
4K84,430
4KQA,1812
4GL3,424
1V8D,705
2YKF,305
5FA2,706
5F0Q,382
3E5D,127
4PGR,217
3IBV,1960
2C6S,7845
2O5F,342
3HWW,1112
4M5D,1534
2QYA,496
4NMI,310
2FUR,418
3VPZ,331
4ZIL,440
4GDO,258
4RP9,465
4JWJ,404
1Q46,175
1A9N,544
3NR5,164
3HYN,189
4ZOY,491
1JYO,730
3HHW,2540
3R0V,262
4XTL,288
5FBS,867
1XAW,140
5CSM,256
3NI8,158
4TZH,380
4NNQ,804
4FFE,453
3NVO,528
3QS2,376
4EVX,212
1QCX,359
2V3S,204
3R4Z,748
2V79,270
4YCB,366
3OQG,360
4BJS,240
3JPW,363
2W8X,144
3HPC,161
5FFP,344
4ZCF,2258
4GX8,1260
4M23,1456
2DG7,195
2A90,240
4REV,328
3DS8,254
3WXY,834
2GHS,326
3T8K,372
3ESI,516
4LRT,1356
2B1Y,104
4REO,229
5HSX,646
5BMQ,243
2J96,324
1UQW,1018
4O9B,416
3GK7,896
4MIJ,337
3H0N,188
3KK4,500
3W7Y,102
3MVS,210
5I4A,1284
2XTC,180
1.00E+58,249
4RD4,415
3IUO,244
2GWG,700
3W0F,287
4WCJ,264
3LT7,384
3LIC,274
4RMM,154
3.00E+99,164
1KDG,1092
5HJ0,360
4D6Z,487
2HBW,235
2GO8,122
3D79,179
4AEQ,98
3U7Q,2030
1H6G,512
3BPV,138
3HQ1,1288
1RKU,412
3TSI,260
1WAK,397
2Y6U,398
2QQ4,1380
1NA6,808
2WDC,562
4OZK,49
4C97,486
3CEW,500
3LQB,199
4QBB,501
2VX8,676
2IJQ,322
1ZAV,360
4JYK,424
4YWK,412
1U8X,472
3GYG,1156
3OMY,104
3GVO,351
3IWF,214
4KMC,80
1IQZ,81
3K6Y,237
1SZI,247
2W91,653
3BQX,150
2VLI,366
4K7J,758
1YF2,850
2NTK,888
3PG0,165
1DD9,338
4BEU,392
3X0T,238
4NU5,658
3M9Q,202
2JGS,520
1XHN,736
2NZX,1113
3KVN,1264
1ZPV,273
3GB5,259
4OH7,640
4G5H,363
1XRU,564
3E9K,465
4PMX,306
4P0G,435
3F6Y,262
1OCY,198
3RNR,422
4MAK,188
2FZV,1116
4FVM,910
3M5B,238
1DM9,266
4WJ7,772
4COF,1775
4V0H,1064
2Q7A,304
4C9S,1692
3KDE,77
1MS9,1296
1S28,528
1P5Z,263
4NSX,684
1K3X,262
4EW6,330
4U9V,197
4Q37,768
2R19,318
3PP2,248
4KDR,223
2BKF,87
3MT0,290
3MAO,105
2IMQ,282
4U98,454
2ZPT,295
3TDS,1340
4X5M,300
3CSV,333
5D3K,269
3I94,248
2Q6Q,148
2J8K,201
4GEK,522
5AGD,724
1LV7,257
3P9V,322
3FAU,328
4A02,166
2CCM,382
1K1X,1318
3W6B,732
1WOU,123
3ON2,796
3NKZ,492
3DNJ,190
3ULJ,180
4ZR1,596
4MJG,398
2R9F,339
2Y6X,113
2R4F,1764
3LUY,329
3THF,380
4LQX,644
2JCB,400
3DNS,270
1CV8,174
1BM9,244
2BVF,918
1N2Z,490
4HES,1375
4G1U,1246
3SGH,998
3ZZP,77
5D91,336
3FT1,400
4X9Z,100
2W9Y,140
2VU4,190
4BQQ,792
1I1J,216
1OH4,179
2HU9,260
3FST,912
4XPX,130
3U1D,302
1IZM,184
2DPW,232
4LLD,240
1NXM,394
3KOS,219
5APA,220
2Q78,1224
1QYS,106
3L9A,88
3.00E+23,211
4NOC,604
3G8Z,148
4WZ0,109
3QI0,1692
2QDQ,100
3H0U,867
4GT9,232
3O10,564
3A16,1492
1CI0,456
4ER8,165
2PD0,892
3LCC,235
2P0O,372
3N77,288
3ZX3,1808
4HYL,234
3EBB,1256
1SN9,92
3DDE,478
1SFS,240
4LMG,628
2JA9,175
4Z04,131
3F4M,161
3NDQ,108
1Q1F,151
1VQR,1188
2OPW,291
4PSN,948
4XEA,423
3CHJ,337
2END,138
3VN3,446
3NYM,256
4R5R,136
1GD8,1062
4WFQ,192
2IOJ,278
4OQ1,368
5HX0,804
2BHV,1476
4R39,928
2XDW,713
3CEB,194
3BY9,520
5FWH,196
1O59,355
2D9R,104
4L8A,162
2WPX,678
4BU0,218
4WFT,360
2VE3,888
4I84,614
1CSH,435
1LBU,213
3FK4,828
5HQH,109
1J24,143
1S7Z,117
5CD6,1740
1VIN,268
2QNL,162
2O55,258
4K7C,446
4K35,1542
1N93,375
3O83,1088
2DVM,1756
4RPC,526
4FVD,162
3LMM,2332
1YD0,96
4HDD,79
3UNG,693
5AYN,440
2DYJ,190
3G2E,776
3NPG,996
3AKS,190
2OZZ,462
2DH2,424
1F3U,1156
1DMU,299
3KA7,425
2HR2,954
4U4V,475
3X38,356
5AYH,276
4BJ1,319
1UWC,522
1VCA,404
1RLR,761
5EJO,94
1W0H,204
3ZYP,218
5FFI,610
